"Event","Frequency"
"S. [name] grounded out to [position] (count)","1"
"[name] reached on an error by [position], SAC, bunt","18"
"[name] Jr. flied out to [position]","3"
"[name] Hunte lined out to [position] to [fieldLocation]","1"
"[name] flied out to [position] to [fieldLocation]","697"
"[name] DAZ advanced to [base] on a passed ball","1"
"[name] advanced to [base] on a fielding error by [position], failed pickoff attempt, advanced to [base]","2"
"[name] singled, bunt, advanced to [base] on a throwing error by [position], advanced to [base] on the error (count)","1"
"[name] singled through the right side, 2 RBI, advanced to [base] on the throw (count)","5"
"[name] singled, out at [base] [position] to [position] to [position] to [position] (count)","5"
"[name] flied into double play [position] to [position], SF, RBI (count)","6"
"[name] DAZ struck out swinging (count)","8"
"[name] Daniel singled to [fieldLocation]","2"
"**[name] tried to tag up, tagged out getting back to [position]","1"
"[name] advanced to [base] on a throwing error by [position], failed pickoff attempt, out at [base] [position] to [position]","9"
"[name] singled to [fieldLocation], advanced to [base] on the error, 2 RBI","2"
"[name] Davio grounded out to [position]","4"
"[name] struck out, reached [base] on a throwing error by [position], advanced to [base] (count)","1"
"[name] Jac to [position] for [name] Daul","1"
"[name] Aust advanced to [base] on a wild pitch","1"
"Conner Adams to [position] for [name] Baker","1"
"[name] infield fly to [position] to [fieldLocation] (count)","1"
"[name] out at [base] [position] to [position], bunt","6"
"S[name] singled through the right side","1"
"[name] advanced to [base] on an error by [position], advanced to [base], out at home [position] to [position] to [position]","1"
"[name] G. to [position] for ROBINSON, T.","1"
"[name] Andr struck out swinging (count)","1"
"[name] struck out swinging, advanced to [base] on a throwing error by [position] (count)","1"
"[name] homered to [fieldLocation], 4 RBI, team unearned (count)","4"
"[name] scored on a passed ball","188"
"[name] singled to pitcher, bunt, advanced to [base] on a throwing error by [position]","5"
"[name] singled down the [fieldLocation], RBI, out at [base] [position] to [position]","1"
"[name] singled, out at [base] [position] to [position] to [position] to [position] to [position]","1"
"[name] Daul out at [base] [position] unassisted","1"
"[name] Shan lined out to [position] (count)","4"
"[name] singled up the middle, 2 RBI (count)","564"
"[name] Andre singled through the left side (count)","2"
"[name] singled to [fieldLocation], interference, grounded out to [position] unassisted (count)","1"
"[name] Randell homered to [fieldLocation], RBI","2"
"[name] reached on a fielding error by [position], SAC, bunt, RBI","1"
"[name] Jimenez struck out looking (count)","3"
"[name] singled to catcher, RBI (count)","5"
"[name] doubled down the [position] line","461"
"[name] Addison flied out to [position]","1"
"[name] Antho out at [base] [position] to [position], SAC, bunt","1"
"[name] Jared struck out swinging","6"
"[name] grounded out to [position] unassisted down the [position] line, RBI (count)","3"
"[name] Col struck out looking (count)","6"
"[name] Bre fouled out to [position] (count)","1"
"[name] Buddy singled to [fieldLocation]","2"
"[name] Daniel doubled to [fieldLocation], RBI","1"
"[name] out at [base] [position] to [position] to [position] to [position]","60"
"[name] SANDRI,Kevin, unearned","1"
"[name] singled, out at [base] [position] to [position] to [position], RBI","7"
"[name] grounded out to [position], on appeal (count)","1"
"[name] singled up the middle, out at [base] [position] to [position] to [position], 2 RBI (count)","1"
"[name] Mitc grounded out to [position] (count)","15"
"[name] Hunte struck out swinging","2"
"[name] to [position] for De Los Re, S","2"
"[name] McClain stole [base]","1"
"[name] singled to [fieldLocation], 2 RBI, out at [base] [position] to [position] (count)","3"
"[name] singled through the right side, RBI, out at [base] [position] to [position] to [position]","1"
"[name] TJ fouled out to [position] (count)","1"
"[name] reached on an error by [position], advanced to [base], RBI","7"
"[name] Daniel flied out to [position]","5"
"[name] reached on a dropped fly by [position], out at [base] [position] to [position] to [position] (count)","1"
"[name] popped up to [position] up the middle","3"
"[name] pinch ran for [name] Andre","2"
"[name] Natale scored","1"
"[name] Daul grounded out to [position], RBI","2"
"Lo[name] grounded out to [position]","1"
"STONE[name] to [position] for [name]","1"
"[name] Larr out at [base] [position] to [position]","1"
"[name] reached on a fielding error by [position], SAC, bunt, RBI (count)","4"
"[name] Jr., DaShawn advanced to [base]","2"
"Mound visit with 3-2 count to [name]","1"
"[name] Nath to [position] for [name] Robe","6"
"[name] Rei grounded into double play [position] to [position] to [position] (count)","1"
"[name] doubled down the [position] line, advanced to [base], RBI (count)","1"
"[name] reached on a fielder's choice, SAC, bunt, advanced to [base] on the error (count)","1"
"[name] singled up the middle, RBI, advanced to [base] (count)","1"
"[name] Ruban popped up to [position]","5"
"[name] failed pickoff attempt, advanced to [base] on an error by [position]","15"
"[name] singled, out at [base] [position] to [position] to [position], 2 RBI (count)","6"
"[name] advanced to [base] on an error by [position], advanced to [base] on an error by [position], out at home [position] to [position] to [position]","1"
"[name] Gar pinch hit for [name]","8"
"[name] Jake singled to [fieldLocation], RBI","1"
"[name] singled through the right side, advanced to [base] on a fielding error by [position], advanced to [base], RBI (count)","2"
"[name] Ryan singled to [fieldLocation], RBI","1"
"[name] DAZ scored","8"
"[name] struck out swinging, reached [base] on a wild pitch","118"
"[name] Duncan singled up the middle, RBI","1"
"[name] struck out swinging, out at [base] [position] to [position]","1327"
"[name] homered down the [position] line, RBI (count)","96"
"[name] struck out swinging, reached [base] on an error by [position]","8"
"[name] reached [base] on a muffed throw by [position]","1"
"[name] pinch hit for JOHNSON,Came","2"
"[name] Col walked","3"
"Check swing by [name]","1"
"[name] Col advanced to [base]","11"
"[name] Anthony to [position] for Micak, Chris","1"
"HAR[name] struck out swinging (count)","1"
"[name] reached on a fielding error by [position] to [fieldLocation] (count)","2"
"[name] pinch hit for CARMODY","1"
"[name] reached on a fielder's choice, RBI, advanced to [base] on the throw (count)","2"
"[name] T.J. fouled out to [position]","1"
"[name] doubled to [fieldLocation], advanced to [base] on a throwing error by [position]","2"
"[name] LaDonis grounded out to [position]","1"
"[name] singled to [fieldLocation], RBI, advanced to [base] on an error by [position]","3"
"[name] Aust struck out swinging","2"
"[name] Col struck out looking","4"
"[name] AJ did not advance","1"
"[name] reached on a fielding error by [position], SF, advanced to [base], RBI (count)","3"
"[name] homered, 2 RBI (count)","103"
"[name] reached on an error by [position], bunt","10"
"LAUTENSCHLAG to [position] for [name]","3"
"Jay. [name] out on the play","1"
"[name] doubled down the [position] line, advanced to [base] on a throwing error by [position]","1"
"[name] walked, RBI (count)","1942"
"[name] Jr., DaShawn singled through the right side","1"
"[name] Natale struck out swinging","1"
"[name] flied out to [position], SF, RBI, out at [base] [position] to [position] (count)","1"
"[name] out at [base] [position] to [position], reached on a fielder's choice (count)","9"
"Jonathan [name] grounded out to [position]","1"
"[name] reached on a dropped fly by [position], advanced to [base] on the error","5"
"[name] Ruban stole [base]","3"
"[name] Pat to [position] for [name]","1"
"[name] Chris struck out looking (count)","1"
"F [name] out at [base] [position] to [position], caught stealing","1"
"[name] Mitc flied out to [position] (count)","13"
"Trent [name] to [position]","1"
"[name] grounded out to [position], SAC, bunt (count)","3330"
"McClain [name] walked","1"
"[name] grounded out to [position] to [fieldLocation] (count)","8"
"[name] singled to [fieldLocation], RBI, out at [base] [position] to [position]","2"
"[name] Bre singled through the right side (count)","1"
"[name] lined into double play [position]","13"
"[name] pinch ran for [name] Sam","1"
"[name] doubled, 2 RBI","22"
"[name] to [position] for [name] Jimenez","1"
"[name] Sam singled to [fieldLocation]","3"
"[name] reached on a fielder's choice, interference, out at [base] [position] to [position]","1"
"[name] singled to [fieldLocation], bunt, advanced to [base] on a throwing error by [position], RBI","1"
"[name] McGough flied out to [position]","1"
"Je [name] grounded out to [position], SAC, bunt (count)","1"
"[name] singled, out at [base] [position] to [position] to [position] to [position] to [position], RBI","1"
"[name] fouled into double play [position] to [position] to [position] (count)","1"
"[name] singled through the right side, advanced to [base] on a throwing error by [position]","1"
"[name] Jak advanced to [base]","9"
"[name] Anthony grounded out to [position]","5"
"[name] Antho flied out to [position] (count)","4"
"[name] advanced to [base] on the throw, scored on a throwing error by [position]","1"
"[name] singled, advanced to [base] on the throw, 2 RBI (count)","28"
"[name] scored, scored on a throwing error by [position], unearned","7"
"[name] reached [base] on an error by [position], advanced to [base], out at [base] [position] to [position]","1"
"[name] Jake flied out to [position]","1"
"[name] O. to [position] for [name]","1"
"[name] Hunte flied out to [position]","5"
"[name] singled to pitcher, bunt","94"
"[name] A.J. singled to [fieldLocation], 2 RBI","1"
"[name] singled to [fieldLocation], advanced to [base] on a fielding error by [position], scored, unearned (count)","2"
"[name] out on the play, on appeal","4"
"[name] reached on a fielder's choice, advanced to [base] on an error by [position], RBI (count)","6"
"Trent [name] out at [base] [position] to [position]","1"
"[name] T walked (count)","2"
"[name] homered to [fieldLocation], RBI, RBI","6"
"[name] struck out swinging, out at [base] [position] to [position] to [position] to [position] (count)","1"
"[name] Rob grounded out to [position]","1"
"[name] out at [base] via hidden ball trick","1"
"[name] tripled to [fieldLocation], scored on an error by [position], 2 RBI (count)","1"
"[name] singled down the [position] line, bunt","9"
"GOOSSEN-BROW to [position] for [name]","9"
"[name] to [position] for Bryan, A","1"
"[name] reached on an error by [position], advanced to [base], SAC, bunt (count)","1"
"[name] reached on a throwing error by [position], advanced to [base] on a throwing error by [position] (count)","1"
"[name] reached on a fielder's choice, advanced to [base] on a muffed throw by [position]","1"
"[name] hit into double play [position] unassisted (count)","20"
"MCLINSKEY to [position] for [name]","17"
"[name] Richar singled through the right side, RBI, advanced to [base] on a throwing error by [position] (count)","1"
"[name] Daul pinch hit for [name]","2"
"[name] Jesse pinch hit for [name]","1"
"[name] advanced to [base], advanced to [base] on an error by [position], out at [base] [position] to [position] to [position] to [position]","1"
"[name] reached on a fielder's choice, SAC, advanced to [base] on a fielding error by [position], RBI (count)","1"
"[name] to [position] for Dragani","1"
"[name] struck out swinging, reached [base] on a wild pitch (count)","382"
"[name] flied out to [position], SF (count)","29"
"Pena to [position] for [name]","1"
"[name] doubled through the right side, 2 RBI","1"
"[name] A.J. singled through the left side, RBI","1"
"[name] singled to [fieldLocation], grounded out to [position] unassisted (count)","2"
"[name] tripled to [fieldLocation], scored on an error by [position], 2 RBI","1"
"[name] hit by pitch, RBI","182"
"[name] Bre doubled to [fieldLocation] (count)","1"
"[name] scored on a muffed throw by [position], assist by [position], unearned","4"
"[name] Ejected","1"
"[name] reached [base] on a fielding error by [position], advanced to [base] on the throw","1"
"[name] popped up to [position], SF, RBI","8"
"Je [name] popped up to [position] (count)","4"
"[name] scored on a passed ball, unearned","334"
"BROCK[name] out on the play","1"
"[name] singled, 2 RBI, advanced to [base] on the throw, out at [base] [position] to [position] to [position]","1"
"Nick [name] to [position] for [name]","1"
"[name] grounded into double play [position] to [position] to [position] to [position] to [position]","1"
"[name] Jak struck out swinging (count)","9"
"[name] LaDonis scored","1"
"[name] reached on a throwing error by [position], bunt","6"
"[name] Duncan out on the play","2"
"[name] reached on an error by [position], bunt, SAC, advanced to [base]","1"
"[name] singled, advanced to [base] on an error by [position], C. [name] unearned","1"
"[name] singled down the [fieldLocation], out at [base] [position] to [position], RBI","1"
"[name] singled, RBI, out at [base] [position] to [position] (count)","1"
"[name] Jac reached on an error by [position] (count)","1"
"[name] singled, advanced to [base], advanced to [base] on a throwing error by [position], unearned, RBI (count)","1"
"[name] Pete advanced to [base] on a passed ball","1"
"[name] Hunte pinch ran for [name] Shan","1"
"[name] to [position] for [name]","53701"
"[name] advanced to [base] on an error by [position], scored","3"
"[name] to [position] for Tim [name]","1"
"[name] reached on a throwing error by [position], advanced to [base], out at [base] [position] to [position] to [position] (count)","1"
"[name] singled down the [fieldLocation], advanced to [base], RBI (count)","1"
"[name] reached on a fielder's choice through the left side","1"
"Diving stop by SS [name] ' toss across for out","1"
"[name] just beat the throw from [name] in RF on a potential 9-3 putout","1"
"[name] struck out swinging, advanced to [base] on an error by [position]","2"
"[name] T.J. singled through the left side","1"
"Tilghman to [position] for [name]","4"
"[name] out at [base] [position] to [position] to [position] to [position] (count)","2"
"[name] Rei scored","6"
"[name] hit into double play [position] to [position], interference (count)","1"
"[name] Aus to [position] for [name] Daul","2"
"[name] reached on a fielder's choice up the middle","5"
"[name] singled to [fieldLocation], SAC, bunt","1"
"[name] reached on an error by [position], out at [base] [position] to [position] to [position] to [position] (count)","1"
"[name] to [position] for Chase [name]","1"
"[name] to [position] for AGUILAR","3"
"[name] reached on a fielding error by [position], advanced to [base], RBI, SF (count)","1"
"[name] reached on a fielding error by [position] through the right side (count)","1"
"A. Cleveland to [position] for [name] Franklin","1"
"Mathews to [position] for [name]","15"
"[name] Rei doubled down the [position] line, 2 RBI (count)","1"
"[name] Matt grounded out to [position]","1"
"de Wattevill to [position] for [name]","1"
"DeLaite, T. to [position] for [name]","5"
"[name] Franklin to [position] for B. Halm","1"
"[name] DAZ struck out swinging","2"
"Jonathan [name] struck out looking","1"
"[name] pinch hit for [name] Steve","3"
"[name] lined out to [position], SAC, RBI","10"
"[name] fouled out to [position]","2819"
"[name] exited the game due to injury during warm-up","1"
"[name] TJ struck out swinging","3"
"[name] singled down the [position] line, out at [base] [position] to [position], 2 RBI","1"
"[name] reached on an error by [position], advanced to [base] on the throw, 2 RBI (count)","2"
"[name] Rinke struck out swinging","1"
"[name] scored on the throw, unearned","24"
"[name] flied out to [position], RBI, SAC","3"
"[name] TJ lined out to [position] (count)","1"
"[name] Shan lined into double play [position] to [position] (count)","1"
"[name] grounded into double play [position] to [position]","366"
"[name] out at home [position] to [position] to [position], caught stealing, picked off","1"
"[name] reached on a fielder's choice, grounded into double play [position] to [position] to [position] (count)","1"
"[name] popped out to [position]","5"
"[name] out at [base] [position] to [position], bunt, SAC, RBI","5"
"[name] out at [base] [position] to [position] to [position] to [position] to [position] to [position], picked off","5"
"Randel to [position] for [name]","1"
"J. [name] to [position] for J. Martinez","1"
"RF [name] misjudged fly ball","1"
"[name] reached on a fielder's choice to [fieldLocation], 2 RBI","1"
"[name] tripled to [fieldLocation], scored on an error by [position], unearned","1"
"[name] advanced to [base], out at [base] [position] to [position] to [position], picked off","1"
"[name] pinch hit for Ja [name]","1"
"[name] doubled, advanced to [base] on the throw, 2 RBI","1"
"SANDOVAL-EST to [position] for [name]","4"
"[name] picked off, out at [base] [position] to [position] to [position], caught stealing","4"
"[name] reached on an error by [position], advanced to [base] on the throw, 2 RBI","3"
"[name] pinch hit for [name] H","1"
"[name] DAZ advanced to [base], advanced to [base] on a throwing error by [position]","1"
"Chopper up the middle, 2B [name] was going away from 1B ' little on throw","1"
"[name] homered to [fieldLocation], 2 RBI","636"
"[name] DAZ pinch hit for [name]","3"
"[name] advanced to [base], out at [base] [position] to [position] to [position] to [position] to [position] to [position]","2"
"[name] struck out looking, hit into double play [position] unassisted (count)","2"
"[name] Richar pinch hit for [name]","8"
"[name] Ryan M advanced to [base]","3"
"[name] pinch hit for C. Simoneaux","1"
"[name] Aust pinch ran for [name]","1"
"[name] Aust to [position] for [name] Hunte","1"
"[name] , picked off, interference","1"
"[name] reached on a fielder's choice to [fieldLocation], grounded out to [position] unassisted (count)","1"
"[name] final pitch count","5"
"[name] Jus flied out to [position] (count)","1"
"[name] doubled down the [fieldLocation], advanced to [base] on a throwing error by [position]","1"
"[name] Richar popped up to [position] (count)","1"
"C. Charman to [position] for [name] Land","1"
"[name] reached on a fielder's choice, advanced to [base], advanced to [base] on an error by [position] (count)","1"
"[name] advanced to [base], scored on a fielding error by [position], assist by [position]","1"
"Fly ball fielded by CF [name]","1"
"[name] scored on the error","30"
"[name] Lachla singled to [fieldLocation], RBI (count)","1"
"[name] singled through the right side, advanced to [base] on the throw, RBI (count)","50"
"[name] singled, advanced to [base] on a fielding error by [position], scored (count)","1"
"[name] to [position] for [name] Shane","1"
"[name] to [position] for Johnson,S.K.","12"
"P. [name] flied out to [position]","1"
"Jay. [name] reached on a throwing error by [position], RBI (count)","1"
"[name] doubled to [fieldLocation], advanced to [base] (count)","1"
"[name] singled to [fieldLocation], out at [base] [position] to [position] to [position] to [position] (count)","5"
"[name] Treyben. struck out swinging","1"
"[name] reached on an error by [position], advanced to [base]","145"
"[name] reached on a throwing error by [position], SAC, advanced to [base] on the error (count)","1"
"[name] fouled out to [position], RBI","2"
"[name] reached on a dropped fly by [position] (count)","91"
"[number] [name] and [number] [name] Ejected","1"
"[name] DAZ flied out to [position], SAC, RBI","1"
"[name] advanced to [base] on a fielding error by [position], advanced to [base] on the error","7"
"A. Haensel to [position] for [name]","14"
"UCD coach visits mound. [name] pitches: 46, 31 strikes. Count: 0-1","1"
"[name] reached on a throwing error by [position], SAC, bunt, advanced to [base] on the error","3"
"[name] Shan struck out swinging, out at [base] [position] to [position] (count)","1"
"Nic [name] flied out to [position] to [fieldLocation]","1"
"[name] Shan scored","5"
"[name] reached on an error by [position] (count)","1604"
"[name] reached on a muffed throw by [position], advanced to [base] (count)","2"
"[name] grounded out to [position], RBI (count)","2076"
"[name] homered inside the park, 3 RBI (count)","3"
"[name] singled through the right side, advanced to [base] on a throwing error by [position], 2 RBI (count)","2"
"[name] Chris grounded out to [position]","2"
"[name] walked, advanced to [base] (count)","7"
"[name] pinch hit for [name] Andre","2"
"ARTHUR to [position] for [name]","1"
"[name] singled, advanced to [base] on the throw, advanced to [base] on a throwing error by [position], 2 RBI (count)","1"
"[name] singled through the right side, RBI, out at [base] [position] to [position] to [position] (count)","1"
"[name] TJ singled through the right side (count)","1"
"[name] out on double play [position] to [position], caught stealing., double play","2"
"[name] to [position] for NICOLL,Thoma","10"
"[name] Antho struck out swinging","2"
"BREWSTER,Aus to [position] for [name]","12"
"[name] Richar singled up the middle (count)","1"
"[name] T singled to [fieldLocation], RBI (count)","1"
"ANDERSON,Tan pinch ran for [name]","2"
"[name] Jr. singled to [fieldLocation]","3"
"[name] out at [base] [position] to [position] to [position], SAC, bunt (count)","1"
"[name] doubled to [fieldLocation], out at [base] [position] to [position] to [position] to [position], 3 RBI (count)","1"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] on a throwing error by [position]","3"
"[name] out at [base] [position] to [position], caught stealing, interference","3"
"Garnder, A. pinch ran for [name]","4"
"[name] Well struck out looking (count)","5"
"[name] reached [base] on an error by [position], SAC, bunt","6"
"[name] reached on a fielder's choice to pitcher, advanced to [base] on an error by [position], assist by [position] (count)","1"
"[name] lined out to [position] to [fieldLocation], SF, RBI","6"
"[name] struck out looking, hit into double play [position] to [position]","1"
"[name] reached on a fielding error by [position], advanced to [base] on a throwing error by [position], RBI (count)","1"
"[name] A.J. scored, unearned","1"
"Ja [name] doubled to [fieldLocation], RBI (count)","1"
"[name] Jr. grounded into double play [position] to [position] to [position] (count)","1"
"Ja [name] scored","1"
"[name] reached on a muffed throw by [position], assist by [position], advanced to [base], advanced to [base] on a fielding error by [position] (count)","1"
"[name] singled through the left side, advanced to [base] on an error by [position], advanced to [base], 2 RBI (count)","1"
"[name] to [position] for Butler, D","15"
"[name] Jr. hit by pitch","1"
"[name] Anthony out at [base] [position] to [position]","1"
"[name] Jesse out on the play","2"
"[name] T.J. advanced to [base] on a wild pitch","1"
"[name] stole [base], advanced to [base] on a throwing error by [position], out at home [position] to [position] to [position]","2"
"[name] McClain hit by pitch","1"
"[name] singled down the [position] line (count)","527"
"[name] Quincy doubled to [fieldLocation], RBI","1"
"[name] singled through the right side, out at [base] [position] to [position] (count)","4"
"[name] Antho grounded out to [position] unassisted","2"
"[name] Richar advanced to [base]","5"
"[name] Andr grounded out to [position] (count)","1"
"[name] Jared advanced to [base] on a passed ball","2"
"[name] to [position] for BENTON,Chand","4"
"[name] pinch hit for [name] Davio","3"
"[name] hits dribbler toward 3B. Difficult chance for 3B [name]","1"
"[name] reached on a fielding error by [position], SF, advanced to [base] on the error, RBI (count)","2"
"[name] reached on an error by [position], advanced to [base] on the error, RBI (count)","1"
"[name] doubled to [fieldLocation], out at [base] [position] to [position] to [position] to [position] (count)","1"
"[name] pinch hit for [name] Treyben.","1"
"[name] pinch hit for 51","1"
"Jay. [name] struck out swinging (count)","4"
"[name] singled to [fieldLocation], advanced to [base] on an error by [position], 2 RBI","4"
"[name] to [position] for Deppermann","12"
"[name] out at [base] [position] to [position], caught stealing (count)","1"
"[name] pinch hit for E. Hildebran","1"
"[name] singled through the left side, advanced to [base] on a fielding error by [position], 2 RBI","1"
"[name] stole [base], advanced to [base] on a muffed throw by [position], assist by [position]","1"
"[name] to [position] for Je [name]","1"
"[name] reached on a fielder's choice to pitcher, RBI","3"
"[name] advanced to [base] on a muffed throw by [position], caught stealing, assist by [position]","1"
"[name] doubled down the [fieldLocation], advanced to [base], RBI","1"
"[name] reached on a fielder's choice, grounded into double play [position] to [position] to [position] to [position] (count)","1"
"[name] doubled through the right side, RBI","10"
"[name] tripled, 2 RBI (count)","12"
"G Valdes to [position] for [name]","1"
"[name] doubled, advanced to [base] on an error by [position] (count)","6"
"[name] to [position] for McCOLLUM,Jer","8"
"[name] Rei singled to [fieldLocation], RBI (count)","2"
"[name] Buddy struck out looking","1"
"[name] out at [base] [position] to [position] to [position], SAC, bunt, RBI (count)","2"
"[name] Jak flied out to [position] (count)","16"
"[name] singled, bunt, out at [base] [position] to [position] (count)","1"
"[name] singled up the middle, RBI, advanced to [base] on a fielding error by [position] (count)","2"
"[name] Mitc singled through the left side (count)","1"
"[name] advanced to [base] on a wild pitch, advanced to [base] on a fielding error by [position]","1"
"[name] Failed pickoff attempt, advanced to [base] on an error by [position]","1"
"[name] Gar walked (count)","4"
"[name] grounded out to [position] unassisted, bunt, RBI (count)","3"
"[name] TJ flied out to [position] (count)","6"
"[name] singled through the left side, advanced to [base] on a throwing error by [position], advanced to [base], RBI","1"
"[name] advanced to [base], out at home [position] to [position], caught stealing","1"
"Nic [name] scored","2"
"[name] walked, advanced to [base] on a wild pitch","1"
"[name] Col walked, RBI (count)","1"
"[name] advanced to [base] on a throwing error by [position], failed pickoff attempt, advanced to [base] on the throw","4"
"[name] Antho out at [base] [position] to [position], caught stealing","1"
"[name] Buddy advanced to [base]","1"
"[name] scored on an error by [position], failed pickoff attempt","2"
"[name] Duncan struck out swinging","3"
"[name] singled up the middle, advanced to [base] on an error by [position], 2 RBI (count)","2"
"[name] doubled, advanced to [base] on a throwing error by [position], out at home [position] to [position], RBI","1"
"[name] reached on a fielder's choice to catcher, bunt","4"
"[name] Hunte advanced to [base]","12"
"[name] Well doubled to [fieldLocation] (count)","1"
"[name] Failed pickoff attempt, advanced to [base] on a throwing error by [position], advanced to [base]","1"
"[name] Doug grounded out to [position]","3"
"[name] Kevin singled up the middle, RBI","1"
"[name] tried to catch a comebacker behind his back and failed","1"
"Je [name] singled to pitcher, bunt (count)","1"
"[name] Anthony struck out swinging","5"
"[name] homered to [fieldLocation], RBI","1090"
"[name] singled to [fieldLocation], bunt, advanced to [base] on a throwing error by [position]","8"
"[name] Jr. pinch hit for [name]","4"
"D. [name] advanced to [base] on a wild pitch","1"
"[name] Eri flied out to [position] (count)","2"
"F [name] grounded out to [position]","1"
"[name] Dropped foul ball, E[positionNumber]","8"
"[name] singled to pitcher, RBI, advanced to [base] on a throwing error by [position] (count)","1"
"[name] to [position] for ADAMS,Derric","5"
"[name] Ryan M grounded out to [position] unassisted","1"
"Clayton [name] fouled out to [position]","1"
"[name] tripled, RBI, scored on a throwing error by [position], unearned (count)","1"
"[name] struck out, reached [base] on a passed ball (count)","3"
"[name] singled to [fieldLocation], 2 RBI, advanced to [base] on the throw","4"
"[name] doubled up the middle, 2 RBI","4"
"[name] advanced to [base] on a wild pitch, out at [base] [position] to [position] to [position]","2"
"[name] advanced to [base], advanced to [base] on the throw advanced to [base] on an error by [position]","1"
"[name] reached on a fielder's choice, SAC, advanced to [base] on a throwing error by [position]","1"
"[name] J.H. to [position] for [name]","7"
"[name] to [position] for Tootman","1"
"[name] Pey pinch hit for [name] Lachla","1"
"[name] Aust out at [base] [position] to [position]","1"
"[name] Jak singled to [fieldLocation] (count)","3"
"[name] hit into double play [position] to [position] to [position] to [position], RBI (count)","1"
"[name] singled through the left side, advanced to [base] on a throwing error by [position], advanced to [base] on the throw (count)","1"
"[name] Jr., DaShawn struck out swinging","1"
"[name] Ruban grounded out to [position]","6"
"[name] Pey to [position]","3"
"[name] pinch hit for StankiewiczD","2"
"[name] Trey grounded out to [position], SAC, bunt","1"
"[name] singled through the left side, out at [base] [position] to [position] to [position], RBI","1"
"[name] popped up to [position], SAC, RBI (count)","5"
"[name] Aver to [position] for [name]","2"
"[name] Shan singled up the middle (count)","3"
"[name] Pete singled up the middle","2"
"[name] out at [base] [position] to [position], SAC, bunt, RBI","12"
"FEDJE[name] pinch ran for [name]","1"
"[name] singled down the [fieldLocation] (count)","562"
"[name] grounded out to [position], bunt, RBI","5"
"[name] Duncan walked","2"
"[name] Bre singled to pitcher (count)","1"
"[name] diving play on ball over the bag","1"
"[name] doubled down the [position] line, advanced to [base] on the throw, RBI","2"
"Carreon, J to [position] for [name]","14"
"[name] Jr. grounded out to [position], RBI","1"
"[name] to [position] for Smith, C.","10"
"Rightfielder [name] leaves game after crashing into [fieldLocation] wall","1"
"[name] Bre advanced to [base]","12"
"[name] Jared hit by pitch","2"
"Altamirano,K to [position] for [name]","4"
"43, 24 strikes. No count on [name]","1"
"[name] C to [position] for [name]","1"
"[name] doubled to [fieldLocation], advanced to [base] on a throwing error by [position], RBI (count)","13"
"[name] Ryan grounded out to [position]","1"
"[name] doubled down the [fieldLocation], advanced to [base] on the throw, 2 RBI (count)","8"
"[name] struck out, reached [base] on an error by [position], advanced to [base]","1"
"[name] out on double play [position] to [position] to [position] to [position] to [position] to [position]","1"
"[name] Rei scored on a wild pitch","1"
"[name] Chris to [position] for [name]","17"
"[name] homered down the [position] line, 2 RBI, unearned (count)","3"
"[name] singled up the middle, 2 RBI, advanced to [base] on a throwing error by [position] (count)","1"
"[name] Luke homered to [fieldLocation], 2 RBI","1"
"[name] out at [base] [position]","2"
"[name] singled, bunt, advanced to [base], advanced to [base] on a throwing error by [position]","1"
"[name] fouled out to [position], sacrifice fly, RBI","2"
"[name] Buddy scored","1"
"CJ [name] to [position] for [name]","1"
"[name] singled to pitcher, RBI (count)","165"
"Line drive appeared to miss the glove of P [name]","1"
"[name] Daul scored","2"
"[name] safe on a muffed throw by [position], no advance, assist by [position]","2"
"[name] reached on a fielder's choice to [fieldLocation], RBI (count)","307"
"[name] Jak singled through the right side (count)","1"
"[name] advanced to [base] on a throwing error by [position], out at home [position] to [position]","1"
"[name] Jarius struck out swinging","1"
"[name] singled down the [position] line, advanced to [base] on the throw (count)","1"
"[name] to [position] for Coss","5"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position], RBI","14"
"[name] doubled, RBI","85"
"[name] singled, advanced to [base] on a fielding error by [position], 2 RBI","1"
"[name] doubled to [fieldLocation], out at [base] [position] to [position] to [position], RBI","7"
"[name] grounded out to [position] (count)","61348"
"[name] Quincy doubled down the [fieldLocation]","1"
"[name] Pey struck out swinging (count)","6"
"[name] singled through the right side, out at [base] [position] to [position] to [position] to [position] to [position] (count)","1"
"[name] Hunte pinch ran for [name] Andre","3"
"[name] Daul pinch hit for LOPEZ,Bradly","1"
"[name] to [position] for [name] Rei","1"
"Trent [name] homered to [fieldLocation], RBI","1"
"[name] Pete advanced to [base] on a wild pitch","1"
"[name] advanced to [base] on a muffed throw by [position], assist by [position], scored","1"
"K. [name] hit by pitch (count)","1"
"[name] singled through the left side, out at [base] [position] to [position] to [position]","1"
"[name] advanced to [base], scored on the throw, scored on an error by [position], unearned","2"
"[name] singled, advanced to [base] on an error by [position], advanced to [base], 2 RBI (count)","2"
"[name] singled to [fieldLocation], advanced to [base] on an error by [position], advanced to [base], 3 RBI (count)","1"
"[name] grounded out to [position] up the middle (count)","251"
"[name] Cory lined out to [position]","1"
"[name] singled, advanced to [base], RBI","16"
"[name] singled to [fieldLocation], out at [base] [position] to [position], 2 RBI","1"
"Bovee Jr, Michael to [position] for [name]","1"
"[name] singled through the right side, advanced to [base], 2 RBI (count)","2"
