"Event","Frequency"
"[name] singled down the [position] line, 2 RBI (count); [name] advanced to [base]; [name] scored; [name] scored ","15"
"[name] doubled down the [position] line, RBI, out at [base] [position] to [position] to [position] (count): [name] scored ","2"
"[name] reached on a fielding error by [position], 2 RBI: [name] advanced to [base]: [name] scored, unearned: [name] scored ","1"
"[name] reached [base] on an error by [position], advanced to [base] ","11"
"Destefano to [position] for [name] ","4"
"[name] singled to [fieldLocation] (count): HAMMERS,Matt advanced to [base] ","1"
"[name] singled to [fieldLocation], RBI (count); Klohen, A. scored, unearned ","1"
"[name] grounded into double play [position] to [position] to [position]; [name] McClain out on the play ","1"
"[name] reached on a fielding error by [position], advanced to [base] on the error (count): [name] advanced to [base], advanced to [base] on the error: [name] advanced to [base], scored on the error ","1"
"[name] grounded out to [position], SAC, bunt3a [name] advanced to [base] ","143"
"LUKE, Bryce reached on a fielder's choice (count)3a [name] out at [base] [position] to [position] ","1"
"[name] pinch hit for [name] DAZ ","5"
"[name] pinch hit for [name] McClain ","4"
"[name] grounded out to [position], SAC, RBI; [name] advanced to [base]; [name] scored ","3"
"[name] singled to [fieldLocation], advanced to [base] (count)3a [name] advanced to [base], advanced to [base] on a fielding error by [position] ","1"
"[name] reached on a throwing error by [position], RBI; [name] scored, unearned ","1"
"Boselli Iii doubled to [fieldLocation], RBI (count); [name] scored, unearned ","1"
"[name] stole [base], advanced to [base] on a throwing error by [position], failed pickoff attempt ","7"
"Wooten struck out swinging ","1"
"[name] advanced to [base] on a wild pitch: [name] advanced to [base]: [name] scored ","19"
"[name] advanced to [base] on a throwing error by [position]: [name] advanced to [base] ","2"
"[name] reached on a throwing error by [position], SAC, bunt, advanced to [base] (count): [name] scored: [name] scored ","1"
"ANDERSON,Tan pinch hit for [name] ","1"
"[name] advanced to [base]; [name] scored on a balk ","16"
"[name] stole [base], advanced to [base] on a throwing error by [position], scored on an error by [position] ","1"
"[name] flied out to [position] down the [position] line, SF, RBI (count): [name] advanced to [base]: [name] scored ","4"
"[name] reached [base] on an error by [position]; [name] advanced to [base], out at home [position] to [position] to [position] ","1"
"ANDERSON,Tan singled to [fieldLocation], RBI (count): [name] scored ","1"
"[name] out at [base] [position] to [position] to [position] (count); [name] advanced to [base]; [name] advanced to [base] ","8"
"[name] singled through the left side, 2 RBI, out at [base] [position] to [position] to [position] to [position] (count)3a [name] scored3a [name] scored ","1"
"[name] out at [base] [position] to [position] to [position], RBI (count)3a [name] advanced to [base]3a [name] scored ","8"
"K. Butler pinch ran for M. Zuniga ","1"
"[name] flied out to [position], SF, RBI: [name] scored, team unearned ","1"
"[name] fouled out to [position]; [name] advanced to [base] ","21"
"MARSHALL walked ","1"
"Ballerini walked ","1"
"Dive by RF [name] & couldn't come up with catch of ball ","1"
"[name] Jr., DaShawn singled up the middle ","1"
"[name] hit into double play [position] to [position] (count): [name] out on the play ","46"
"Jarvis Warne flied out to [position] ","6"
"[name] tripled down the [fieldLocation], RBI (count); [name] scored, unearned ","1"
"[name] reached on a muffed throw by [position], SAC (count): [name] advanced to [base] ","1"
"[name] singled down the [position] line, RBI (count)3a [name] advanced to [base]3a [name] scored, unearned ","4"
"[name] singled, out at [base] [position] to [position] (count)3a [name] advanced to [base], advanced to [base] on a throwing error by [position] ","1"
"[name] doubled to [fieldLocation], 3 RBI (count); Jay. [name] scored; [name] scored; [name] scored ","1"
"[name] grounded out to [position], bunt, SAC, RBI; [name] advanced to [base]; [name] scored ","3"
"[name] homered to [fieldLocation], 4 RBI, unearned (count); [name] scored, unearned; [name] scored, unearned; [name] scored, unearned ","14"
"[name] reached on a fielder's choice to pitcher, bunt, advanced to [base] on an error by [position], RBI (count): [name] advanced to [base]: [name] scored, unearned ","1"
"[name] singled, out at [base] [position] to [position] to [position] ","8"
"Tow struck out swinging (count) ","2"
"[name] grounded into double play [position] to [position] to [position] (count); [name] Hunte out on the play ","1"
"[name] reached on a fielder's choice (count); [name] advanced to [base]; [name] out at home [position] to [position], out on the play ","3"
"[name] reached on a fielder's choice to catcher (count); [name] advanced to [base]; [name] out at [base] [position] to [position] ","1"
"Mcshane walked ","1"
"[name] popped up to [position], bunt; [name] did not advance; [name] did not advance ","1"
"[name] singled through the right side, out at [base] [position] to [position]; [name] advanced to [base] ","1"
"[name] reached on an error by [position], advanced to [base] on an error by [position] ","2"
"Rosario singled, advanced to [base] ","1"
"Carreon, J to [position] for [name] ","14"
"[name] Col hit by pitch ","1"
"[name] walked; [name] advanced to [base] on a wild pitch ","30"
"Chris [name] grounded out to [position] unassisted ","2"
"Weather Delay at 1:33 pm ","1"
"[name] doubled to [fieldLocation], out at [base] [position] to [position] (count)3a [name] advanced to [base] ","1"
"[name] reached on a fielder's choice, bunt; [name] advanced to [base]; [name] out at home [position] unassisted ","1"
"[name] out on double play [position] to [position] to [position] to [position] to [position]; [name] out on the play ","1"
"[name] doubled to [fieldLocation], RBI3a [name] advanced to [base], scored on the throw ","1"
"[name] lined out to [position] (count)3a [name] out at home [position] to [position] ","1"
"[name] doubled to [fieldLocation]; Mayeda advanced to [base] ","1"
"[name] homered to [fieldLocation], 2 RBI (count): [name] scored, unearned ","22"
"[name] singled through the right side (count)3a [name] advanced to [base]3a [name] advanced to [base] ","36"
"BENTON,Chand to [position] for SHULSTAD,Dev ","2"
"[name] singled, advanced to [base] on an error by [position], 2 RBI (count): [name] scored, unearned: [name] scored ","1"
"[name] out on batter's interference (count)3a [name] out at [base] [position] to [position], interference ","1"
"[name] reached on an error by [position] (count); [name] scored, unearned ","30"
"[name] homered to [fieldLocation], 2 RBI: Coss scored ","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw; [name] advanced to [base]; [name] advanced to [base], scored on an error by [position] ","1"
"A. Barrios grounded out to [position] unassisted (count) ","1"
"[name] singled through the right side (count)3a [name] advanced to [base]3a [name] advanced to [base], scored on a fielding error by [position] ","1"
"[name] Richar pinch ran for [name] ","5"
"Ground ball hit runner between [base] and [fieldLocation] ","1"
"[name] advanced to [base] on a wild pitch, out at [base] [position] to [position]3a [name] scored ","1"
"[name] grounded out to [position], SAC, bunt; [name] Duncan advanced to [base] ","1"
"[name] reached [base] on an error by [position], SAC, bunt; [name] Jack advanced to [base]; [name] advanced to [base] ","1"
"[name] doubled to [fieldLocation], RBI, advanced to [base] on a throwing error by [position] (count)3a [name] scored ","1"
"[name] Eri struck out looking ","1"
"[name] singled to pitcher, RBI (count)3a [name] scored, unearned ","1"
"[name] walked (count); [name] advanced to [base] on a throwing error by [position] ","1"
"Spencer grounded out to [position] unassisted ","1"
"Lightning Delay began at 3:47 p.m ","1"
"[name] reached on a fielder's choice to [fieldLocation] ","2"
"Lepchitz grounded out to [position] ","2"
"[name] reached on a throwing error by [position], SAC, bunt3a [name] advanced to [base]3a [name] advanced to [base] ","1"
"[name] advanced to [base] on the throw: [name] out at [base] [position] to [position] to [position], caught stealing ","1"
"TARANTINO,Matthew walked; [name] advanced to [base] ","1"
"[name] singled, advanced to [base] on the throw, RBI (count); [name] advanced to [base], out at [base] [position] to [position] to [position] to [position]; [name] scored, unearned ","1"
"[name] flied out to [position]; [name] out at home [position] to [position], out on the play ","1"
"[name] reached on an error by [position], SF, RBI, advanced to [base] (count); [name] scored ","1"
"Thomas grounded out to [position] (count) ","1"
"[name] reached on a fielder's choice up the middle (count); [name] advanced to [base] on a fielding error by [position] ","1"
"[name] reached on a dropped fly by [position], advanced to [base] on the throw (count) ","1"
"[name] singled through the right side, RBI (count); [name] advanced to [base], out at [base] [position] to [position]; [name] advanced to [base]; [name] scored ","1"
"[name] reached on a fielder's choice (count)3a [name] advanced to [base] on an error by [position], assist by [position]3a [name] advanced to [base] ","1"
"[name] flied out to [position], SF, RBI: [name] no advance: [name] scored ","1"
"[name] tripled to [fieldLocation], RBI; [name] Jac scored ","1"
"**great diving catch ","1"
"[name] stole [base], advanced to [base] on a throwing error by [position]3a [name] stole [base], scored ","1"
"[name] Bre singled up the middle (count): [name] advanced to [base] ","1"
"[name] Hunte walked ","2"
"Chamberlin, Jace singled to [fieldLocation], RBI; [name] advanced to [base]; [name] advanced to [base]; [name] scored ","1"
"[name] reached on a dropped fly by [position], advanced to [base] (count): [name] scored, unearned: [name] scored, unearned ","1"
"[name] reached on a throwing error by [position], advanced to [base], RBI (count)3a [name] advanced to [base]3a [name] scored ","1"
"Herring struck out swinging (count) ","2"
"[name] singled, bunt, RBI; [name] advanced to [base]; [name] scored ","12"
"[name] homered to [fieldLocation], 2 RBI; [name] scored, unearned ","16"
"[name] singled to [fieldLocation], bunt (count): [name] advanced to [base]: [name] advanced to [base] ","20"
"Stebbins-Joh to [position] for [name] ","1"
"[name] homered to [fieldLocation], 2 RBI, unearned; [name] scored, unearned ","8"
"[name] singled, bunt, RBI (count): [name] advanced to [base]: [name] advanced to [base]: [name] scored ","1"
"[name] reached on a throwing error by [position], advanced to [base] on the error, RBI (count): [name] advanced to [base], scored on the error, unearned: [name] scored ","1"
"[name] struck out swinging, popped up to [position] ","3"
"[name] hit into double play [position] to [position] (count)3a [name] out on the play3a [name] advanced to [base] ","1"
"[name] reached on an error by [position], ","1"
"MITCHELL,Mal to [position] for JOHNSON,Came ","2"
"[name] singled to [fieldLocation], out at [base] [position] to [position] to [position], 2 RBI (count)3a [name] advanced to [base]3a [name] scored3a [name] scored ","2"
"[name] Ryan singled up the middle ","1"
"RODGERS pinch hit for [name] ","1"
"[name] out at [base] [position] to [position] ","1299"
"[name] flied out to [position], RBI, SAC; [name] advanced to [base]; [name] scored ","1"
"[name] doubled to [fieldLocation], RBI (count); [name] scored; [name] scored ","1"
"D. Elliott advanced to [base]3a [name] scored on a wild pitch ","1"
"[name] singled to pitcher, RBI (count); [name] advanced to [base]; [name] advanced to [base]; [name] scored, unearned ","4"
"[name] reached on a fielder's choice (count); [name] out at [base] [position] unassisted; [name] advanced to [base], scored on a throwing error by [position], unearned ","1"
"[name] reached on a fielder's choice (count); Jay. [name] out at [base] [position] to [position] ","1"
"[name] singled to [fieldLocation], advanced to [base] on a fielding error by [position], advanced to [base] (count) ","6"
"Berthiaume grounded out to [position] (count); [name] advanced to [base] ","1"
"[name] popped up to [position], assist by [position] (count) ","1"
"LoCascio walked ","1"
"[name] singled, advanced to [base], RBI3a [name] scored on an error by [position], unearned3a [name] scored, unearned ","1"
"[name] reached on a fielder's choice (count): [name] advanced to [base] on a muffed throw by [position] ","1"
"Comebacker ricochets off P [name] and through right side of infield ","1"
"[name] singled to [fieldLocation], popped up to [position], RBI; [name] scored ","1"
"[name] reached [base] on an error by [position], advanced to [base]; [name] scored, unearned; [name] scored, unearned ","1"
"[name] reached on a throwing error by [position], advanced to [base] on the throw3a [name] advanced to [base] ","1"
"[name] homered to [fieldLocation], RBI, unearned ","4"
"[name] singled to [fieldLocation], advanced to [base] on the throw, 2 RBI: [name] scored: [name] scored ","4"
"[name] reached on a fielder's choice, RBI (count); [name] advanced to [base] on a throwing error by [position], advanced to [base]; [name] scored, unearned; [name] scored, unearned ","1"
"[name] singled through the left side, advanced to [base], advanced to [base] on a throwing error by [position], RBI (count)3a [name] scored ","1"
"/ for FARMER,Garre ","1"
"[name] advanced to [base] on a wild pitch, advanced to [base] on a throwing error by [position] ","33"
"Kitchen singled, bunt (count)3a Lorey advanced to [base]3a Herschberger advanced to [base] ","1"
"[name] Ryan doubled to [fieldLocation], 2 RBI; [name] advanced to [base]; [name] scored; [name] scored ","1"
"[name] Jeff advanced to [base] on a balk ","1"
"[name] struck out swinging, reached [base] on a wild pitch (count); [name] advanced to [base]; [name] advanced to [base] ","8"
"[name] singled down the [position] line, RBI (count); SCANLON advanced to [base]; [name] scored ","1"
"[name] singled, bunt, advanced to [base] on an error by [position], advanced to [base] (count) ","1"
"Williams' single makes Strahm's run EARNED ","1"
"[name] grounded out to [position] (count); Grisanti advanced to [base] ","1"
"[name] reached on a throwing error by [position] (count): Je [name] advanced to [base] ","1"
"[name] reached on an error by [position]: [name] advanced to [base], out at home [position] to [position] ","2"
"[name] reached on a fielding error by [position] (count): [name] advanced to [base], advanced to [base] on the error: [name] advanced to [base], scored on the error, unearned: [name] scored, unearned ","1"
"[name] walked (count): [name] Rei advanced to [base]: [name] Mitc advanced to [base] ","1"
"Bohlmann grounded out to [position]: Kozlak advanced to [base] ","1"
"VERLIN,Nate singled to [fieldLocation] ","4"
"A. Esposito to [position] ","1"
"[name] singled up the middle, advanced to [base], RBI: [name] advanced to [base], scored on an error by [position], unearned: [name] scored, unearned ","1"
"[name] hit into double play [position] to [position] to [position], interference; [name] advanced to [base]; [name] advanced to [base]; [name] out on the play ","1"
"[name] to [position] for Gray, Matt ","1"
"[name] struck out looking (count): [name] stole [base]: [name] stole [base] ","4"
"[name] reached on a fielder's choice, advanced to [base] on the throw (count); [name] out at home [position] to [position] ","1"
"[name] Rei stole [base] ","3"
"[name] singled to [fieldLocation], 2 RBI (count): [name] advanced to [base]: [name] scored: [name] scored, unearned ","4"
"[name] homered to [fieldLocation], 3 RBI, team unearned; [name] scored, team unearned; [name] scored, unearned ","1"
"[name] walked3a [name] advanced to [base] ","483"
"Bledsoe grounded out to [position] ","1"
"Nelson popped up to [position] (count) ","1"
"[name] homered down the [fieldLocation], 4 RBI, unearned (count); [name] scored, unearned; [name] scored, unearned; [name] scored, unearned ","1"
"[name] grounded out to [position] unassisted down the [position] line, RBI (count): [name] advanced to [base]: [name] scored ","1"
"[name] tripled to [fieldLocation], RBI (count); [name] scored, obstruction ","1"
"[name] reached on a fielder's choice (count): [name] out at [base] [position] to [position] to [position] to [position] ","2"
"Balls and strikes warning to the NDSU bench ","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw, RBI: [name] scored ","7"
"[name] Jared advanced to [base] on a passed ball; [name] advanced to [base] ","1"
"Play resumed at 9:31 p.m. CT ","1"
"[name] reached on a fielding error by [position], advanced to [base] (count); [name] advanced to [base]; [name] scored, unearned ","1"
"Closner, O doubled down the [position] line, RBI (count): [name] advanced to [base]: [name] scored ","1"
"HALL, J doubled to [fieldLocation] (count) ","1"
"LUKE, Bryce doubled to [fieldLocation] ","2"
"[name] doubled down the [fieldLocation], 3 RBI: [name] scored: [name] scored: [name] scored ","3"
"[name] Chris grounded out to [position] ","2"
"[name] struck out swinging; [name] advanced to [base] on a wild pitch; [name] advanced to [base]; [name] scored, unearned ","1"
"StankiewiczD grounded out to [position] ","1"
"[name] singled to [fieldLocation], RBI (count); [name] out at [base] [position] to [position] to [position]; [name] scored ","1"
"**baserunner left early - out on appeal** ","1"
"ID-1577558 ","1"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position]; [name] advanced to [base], advanced to [base] on the error; [name] advanced to [base], scored on the error, unearned ","1"
"[name] singled, advanced to [base] on a throwing error by [position], RBI; [name] scored ","2"
"CARLSON,Dyla to [position] for BENTON,Chand ","4"
"JOHNSON,Came pinch hit for MITCHELL,Mal ","1"
"[name] singled, bunt: [name] advanced to [base], out at [base] [position] to [position] to [position] ","1"
"[name] tripled to [fieldLocation], 2 RBI (count); [name] scored; [name] scored, unearned ","7"
"[name] singled to [fieldLocation], advanced to [base] (count); [name] advanced to [base], out at [base] [position] to [position] to [position] to [position]; [name] scored ","1"
"[name] singled to [fieldLocation], 2 RBI (count)3a [name] advanced to [base], advanced to [base] on a fielding error by [position]3a [name] scored, unearned ","1"
"[name] flied out to [position], SAC, RBI; [name] out at [base] [position] unassisted; [name] advanced to [base]; [name] scored ","1"
"[name] singled, advanced to [base] on the throw, RBI (count); [name] scored, unearned ","1"
"BROCK[name] hit into double play [position] to [position] to [position] (count)3a [name] out on the play ","1"
"[name] advanced to [base]: [name] stole [base], scored on a throwing error by [position], unearned ","2"
"[name] singled to pitcher (count); [name] advanced to [base], scored on a throwing error by [position], unearned ","2"
"[name] singled to pitcher, 2 RBI (count)3a [name] scored3a [name] scored ","1"
"[name] reached on a dropped fly by [position], SF, RBI, advanced to [base] on the error (count)3a [name] advanced to [base]3a [name] scored, unearned ","1"
"[name] grounded out to [position] unassisted, SAC, bunt (count): R. Ranie advanced to [base] ","1"
"[name] Rei struck out swinging (count) ","11"
"BLANKENBERGE reached on a fielder's choice (count)3a [name] advanced to [base]3a [name] out at [base] [position] unassisted ","1"
"[name] doubled through the left side, 2 RBI (count); [name] scored; [name] scored ","3"
"Niebuhr struck out swinging (count) ","1"
"Xavier Floy grounded out to [position] ","1"
"[name] Patrick to [position] for [name] ","1"
"[name] singled down the [fieldLocation], 2 RBI (count)3a [name] advanced to [base]3a [name] scored, unearned3a [name] scored ","1"
"Kelly popped up to [position] ","3"
"[name] out at [base] [position] to [position], SAC, bunt (count)3a [name] advanced to [base]3a [name] advanced to [base] ","126"
"[name] reached on a fielder's choice; LOPEZ,Bradly out at [base] [position] to [position] ","1"
"N Letien out at [base] [position] to [position], picked off ","1"
"LOPEZ,Bradly advanced to [base] on a wild pitch ","2"
"[name] singled: [name] out at [base] [position] to [position] ","3"
"Schraer fouled out to [position] ","1"
"[name] struck out swinging (count): [name] out at [base] [position] unassisted ","1"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] on the error (count); [name] advanced to [base] on the error; [name] scored on the error, unearned; [name] scored on a throwing error by [position], unearned ","1"
"[name] reached on a throwing error by [position], advanced to [base]; [name] scored, unearned ","9"
"[name] singled through the right side3a [name] advanced to [base]3a [name] advanced to [base] ","9"
"[name] stole [base], advanced to [base] on an error by [position]3a [name] scored, scored on an error by [position], unearned ","1"
"[name] singled to [fieldLocation], bunt, advanced to [base] on an error by [position] (count): [name] advanced to [base] ","1"
"VanKalker grounded out to [position], SAC, bunt; Weston advanced to [base] ","1"
"[name] singled, out at [base] [position] to [position], RBI (count); [name] advanced to [base]; [name] scored ","4"
"[name] reached on a throwing error by [position], RBI (count): [name] scored ","1"
"[name] advanced to [base]: [name] out at home [position] to [position] to [position] ","2"
"[name] flied out to [position], SF, RBI; [name] advanced to [base], advanced to [base] on an error by [position]; [name] scored; [name] scored ","1"
"[name] struck out looking; [name] stole [base], advanced to [base] on an error by [position]; [name] scored ","1"
"[name] out at [base] [position] to [position], bunt, SAC, RBI (count)3a [name] advanced to [base]3a [name] scored ","1"
"[name] singled through the left side, RBI (count); [name] advanced to [base], out on the play, out at [base] [position] to [position]; [name] scored ","1"
"[name] flied out to [position] to [fieldLocation], SF, RBI: [name] scored ","5"
"[name] reached on a fielder's choice to [fieldLocation], bunt, SAC, advanced to [base] (count); [name] advanced to [base] on a throwing error by [position] ","1"
"MacKENZIE, Jake reached [base] on a fielding error by [position] ","1"
"T. DeLaite to [position] for [name] ","1"
"[name] reached on a muffed throw by [position], assist by [position], RBI (count): [name] advanced to [base]: [name] scored ","1"
"[name] Ruban to [position] ","1"
"[name] Pete tripled to [fieldLocation] (count) ","1"
"Logan, W. fouled out to [position] (count); Delaquila, K advanced to [base] ","1"
"[name] tripled down the [fieldLocation] (count) ","25"
"[name] singled to [fieldLocation], advanced to [base] on an error by [position], advanced to [base] on the throw (count)3a [name] scored ","1"
"[name] stole [base], advanced to [base] on an error by [position], out at home [position] to [position] ","1"
"Sutera stole [base] ","1"
"[name] reached on a fielder's choice to [fieldLocation] (count); [name] advanced to [base]; [name] advanced to [base]; [name] out at home [position] to [position] ","19"
"[name] reached on a fielder's choice3a [name] Jr. out at [base] [position] to [position] ","1"
"[name] to [position] for C-BEARD ","3"
"[name] intentionally walked (count)3a [name] advanced to [base] ","9"
"[name] hit in helmet by pitch, but not given [fieldLocation] ","1"
"[name] struck out, reached [base] on an error by [position], advanced to [base] (count) ","1"
"[name] Quincy flied out to [position] ","7"
"Merchant, Z. grounded out to [position] (count) ","1"
"[name] Andre doubled down the [fieldLocation] (count)3a [name] advanced to [base] ","1"
"[name] reached on a fielder's choice, advanced to [base] on a throwing error by [position] (count): [name] out at [base] [position] to [position]: [name] scored ","1"
"McDaniels to [position] ","1"
"D. [name] Jr. struck out looking (count) ","1"
"[name] singled to [fieldLocation], RBI; [name] advanced to [base], advanced to [base] on a fielding error by [position]; [name] scored ","3"
"DellaMedagli to [position] for Donnelly ","1"
"[name] singled through the left side, 2 RBI (count); [name] advanced to [base], advanced to [base] on the throw; [name] scored, unearned; [name] scored, unearned ","1"
"[name] walked; [name] did not advance; [name] did not advance ","4"
"[name] homered down the [fieldLocation], 2 RBI: [name] scored ","3"
"[name] out at [base] [position] to [position], SAC, bunt, RBI (count); [name] advanced to [base]; [name] advanced to [base]; [name] scored ","1"
"COCCIADIFERRO, Matt out at [base] [position] to [position]; [name] did not advance ","1"
"[name] Jr. struck out (count) ","1"
"[name] hit by pitch; [name] Jac advanced to [base] ","1"
"[name] Ryan M struck out looking ","1"
"Rain delay begins at 6:43 p.m ","1"
"[name] Rei hit by pitch (count) ","1"
"[name] flied out to [position], assist by [position] (count) ","2"
"[name] reached on a fielder's choice to [fieldLocation], RBI (count): [name] scored ","7"
"[name] reached on a fielder's choice, bunt, advanced to [base] (count): [name] advanced to [base]: [name] advanced to [base] on a throwing error by [position], scored, unearned ","1"
"[name] doubled down the [fieldLocation], advanced to [base] on the throw, RBI; [name] scored ","1"
"[name] grounded out to [position] unassisted (count)3a Jarvis Warne advanced to [base] ","1"
"[name] grounded out to [position], bunt, SAC, RBI (count); [name] scored ","1"
"BLANKENBERGE singled to [fieldLocation] (count) ","2"
"Crook struck out swinging ","1"
"ID-1577554 ","2"
"[name] homered down the [fieldLocation], 4 RBI, unearned; [name] scored, unearned; [name] scored, unearned; [name] scored, unearned ","2"
"[name] reached on a fielder's choice to [fieldLocation] (count); [name] no advance; [name] out at home [position] to [position] ","1"
"[name] singled to [fieldLocation]; [name] advanced to [base], scored on a throwing error by [position] ","1"
"[name] reached on a throwing error by [position], SAC, bunt, advanced to [base]: [name] advanced to [base], advanced to [base] on the error ","1"
"[name] reached on a fielder's choice to [fieldLocation], RBI (count)3a [name] advanced to [base] on a throwing error by [position]3a [name] advanced to [base]3a [name] scored ","1"
"Benavidez,R hit by pitch (count) ","2"
"[name] reached on a throwing error by [position], advanced to [base] on the error (count); [name] advanced to [base] ","2"
"J. Martinez singled through the right side (count) ","1"
"Vela grounded out to [position] (count) ","2"
"[name] hit into double play [position] unassisted (count); [name] advanced to [base]; [name] out on the play ","1"
"J. Soto reached on a fielder's choice (count)3a O. Reyes out at [base] [position] to [position]3a R. Quintanil advanced to [base] ","1"
"Danielson walked (count) ","1"
"[name] reached on a fielding error by [position], assist by [position], advanced to [base] (count); [name] advanced to [base]; [name] scored, unearned ","1"
"Souza-Paaluh walked (count) ","1"
"[name] singled through the right side, advanced to [base] on a fielding error by [position], RBI (count)3a [name] scored ","1"
"[name] singled through the right side, advanced to [base] on the throw3a [name] advanced to [base], out at [base] [position] to [position] ","1"
"[name] reached on a fielder's choice to [fieldLocation], RBI (count); [name] advanced to [base]; [name] advanced to [base]; [name] scored, unearned ","2"
"[name] singled to [fieldLocation], advanced to [base] on a muffed throw by [position] (count): [name] advanced to [base] ","1"
"[name] grounded out to [position]; [name] advanced to [base]; Stewart advanced to [base] ","1"
"[name] doubled to [fieldLocation], RBI (count); [name] advanced to [base], out at [base] [position] to [position] to [position] to [position]; [name] scored ","1"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position] (count); [name] advanced to [base] ","14"
"[name] singled to [fieldLocation], advanced to [base], RBI; [name] advanced to [base], scored on a fielding error by [position]; [name] scored ","1"
"*dugout interference on the popup down the 3B line ","1"
"[name] to [position] for Raymond ","1"
"Ja [name] struck out swinging (count); [name] out at [base] [position] to [position], caught stealing ","1"
"C. Simoneaux hit by pitch (count); R. Ranie advanced to [base] ","1"
"[name] tripled down the [position] line, 2 RBI (count): [name] scored, unearned: [name] scored ","2"
"[name] tripled to [fieldLocation], 3 RBI (count)3a [name] scored3a [name] scored3a [name] scored, unearned ","2"
"BROOKS,Willi singled through the right side; [name] advanced to [base] ","1"
"[name] singled to [fieldLocation], 2 RBI; [name] Anthony advanced to [base], out at [base] [position] to [position] to [position]; [name] scored; [name] Matt scored ","1"
"[name] grounded out to [position]; [name] out at [base] [position] to [position] ","4"
"[name] singled to [fieldLocation], RBI, out at [base] [position] to [position] to [position] (count); [name] scored ","2"
"[name] reached on a fielder's choice; [name] advanced to [base] ","23"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] on a throwing error by [position] (count): [name] advanced to [base] ","1"
"[name] doubled to [fieldLocation], ground-rule, RBI3a [name] scored ","2"
"[name] Jac singled through the left side; [name] advanced to [base] ","1"
"[name] doubled, ground-rule, RBI (count); [name] scored, unearned ","2"
"[name] reached on a fielding error by [position], advanced to [base] (count)3a [name] advanced to [base]3a [name] scored ","1"
"Comebacker nailed pitcher in the back, recovered for the out ","1"
"[name] singled, advanced to [base] on the throw, 2 RBI (count)3a [name] advanced to [base]3a [name] scored, unearned3a [name] scored ","1"
"[name] doubled down the [fieldLocation], 2 RBI (count)3a [name] out at [base] [position] to [position] to [position]3a [name] scored3a [name] scored ","1"
"[name] flied into double play [position] to [position] to [position]: [name] out on the play: [name] advanced to [base], scored on the throw ","1"
"LUKE, Bryce walked (count) ","3"
"[name] reached on a fielder's choice, advanced to [base] (count)3a [name] out at home [position] to [position] ","3"
"[name] out at [base] [position] to [position] to [position], caught stealing, picked off ","51"
"[name] singled through the right side, advanced to [base] on the throw, 2 RBI (count)3a [name] scored3a [name] scored ","1"
"[name] singled; [name] advanced to [base] ","71"
"[name] homered down the [position] line, 3 RBI3a [name] scored3a [name] scored ","1"
"[name] walked; [name] advanced to [base] ","1672"
"Tough play to [base] base. Ball skipped the fielder on a backhand ","1"
"[name] singled to pitcher, RBI3a [name] advanced to [base]3a [name] advanced to [base]3a [name] scored ","2"
"MARSHALL reached on a fielding error by [position]; MEDINA advanced to [base]; BROUGHTON advanced to [base] ","1"
"[name] doubled (count): [name] advanced to [base], out at home [position] to [position] ","1"
"[name] stole [base]: Jarvis Warne stole home ","1"
"[name] doubled down the [fieldLocation], 3 RBI (count); [name] scored; [name] scored, unearned; [name] scored ","1"
"[name] advanced to [base] on a balk, advanced to [base] ","1"
"[name] reached on a fielder's choice to [fieldLocation] (count)3a [name] advanced to [base] on a throwing error by [position], advanced to [base] on the throw ","1"
"[name] reached on a fielder's choice (count); [name] advanced to [base]; [name] advanced to [base]; [name] out at home [position] unassisted ","2"
"[name] advanced to [base]3a [name] advanced to [base] on an error by [position] ","1"
"[name] entered with a 2-0 count ","1"
"[name] singled to [fieldLocation]; [name] Jared advanced to [base] ","1"
"SCANLON flied into double play [position] to [position] (count); [name] out on the play ","1"
"[name] Col grounded out to [position] unassisted ","1"
"[name] to [position] for [name] Jesse ","1"
"[name] struck out looking (count): [name] no advance: [name] no advance ","1"
"[name] reached on an error by [position], RBI3a [name] advanced to [base] on an error by [position]3a [name] scored on an error by [position], unearned ","1"
"[name] walked (count); [name] advanced to [base] on a throwing error by [position], failed pickoff attempt ","1"
"[name] reached on a fielding error by [position]3a [name] advanced to [base], out at home [position] to [position] ","1"
"[name] grounded into double play [position] to [position] to [position]; [name] Johnny out on the play ","2"
"STRALEY to [position] for WISNIEWSKI ","1"
"[name] to [position] for [name] Hunter ","1"
"[name] singled through the left side, out at [base] [position] to [position] to [position], RBI (count); [name] scored ","2"
"2:00 weather delay ","1"
"[name] singled to [fieldLocation], advanced to [base] on an error by [position], advanced to [base]3a [name] scored, unearned ","1"
"SNIATYSKI walked (count): [name] advanced to [base]: [name] advanced to [base] ","1"
"M. McGough out at [base] [position] to [position] to [position] (count) ","1"
"[name] lined into double play [position] to [position] (count): StankiewiczD out on the play ","1"
"LoCascio struck out looking ","1"
"[name] reached on a fielder's choice, advanced to [base]; [name] advanced to [base] ","1"
"[name] singled down the [fieldLocation] (count): [name] no advance ","1"
"Paschen to [position] for Hansen, D ","1"
