"Event","Frequency"
"R. Ranie out at home [position] to [position]","1"
"Pluth singled to [fieldLocation], RBI","1"
"Haywayd, Buddy reached [base] on an error by [position]","1"
"L. Santiago flied out to [position], SAC, RBI","1"
"Shaw,D to [position] for Pratt,J","1"
"R. MacCarric advanced to [base]","1"
"EDWARDS,Chri to [position]","1"
"Wircenske, B advanced to [base] on a passed ball","1"
"Roberts flied out to [position] (count)","1"
"Jackson Hugh walked","2"
"Cleasby singled to [fieldLocation] (count)","1"
"Leon scored","1"
"Steve Mcshane out at [base] [position] to [position], caught stealing","1"
"Chamberlin hit by pitch (count)","1"
"A. Nicholson pinch hit for C. Rize","1"
"Strzelczyk walked","1"
"M. Rinke advanced to [base]","1"
"Dewaine doubled","1"
"Slow roller fielded at cut of infield grass","1"
"Enochs struck out looking (count)","1"
"Fewell singled to [fieldLocation]","3"
"T. Thomas scored","2"
"JOHNSON,Came struck out swinging","5"
"Klohen, A. struck out swinging (count)","6"
"Sweeney to [position]","1"
"Gutierrez grounded into double play [position] to [position] to [position] (count)","1"
"J. Palczewsk struck out looking","3"
"A. Ortiz struck out swinging (count)","1"
"de Wattevill struck out swinging, out at [base] [position] to [position] (count)","1"
"Logan, W. flied out to [position] (count)","2"
"Medina singled, RBI (count)","1"
"A. Dowdy walked (count)","2"
"Etchison reached on an error by [position]","1"
"Jarvis Warne walked","1"
"Jamesson flied out to [position] (count)","1"
"Triplett scored on a throwing error by [position], unearned","1"
"Richie pinch hit for Nelson","1"
"B. Dewaine grounded out to [position]","1"
"J. Castaneda walked (count)","1"
"27, 16 strikes","1"
"WHALEY out at [base] [position] to [position], SAC, bunt","1"
"Milheim,B advanced to [base]","1"
"Sheldon advanced to [base]","2"
"McCullough struck out looking","1"
"SANDOVAL-EST struck out swinging (count)","2"
"A. Katlin to [position] for C. Maddox","1"
"Hebert, Z. singled to [fieldLocation] (count)","1"
"Ballerini walked","1"
"MONTENEGR0 flied out to [position]","2"
"Patin, S. singled to pitcher (count)","1"
"E. Hildebran advanced to [base], out at home [position] to [position] to [position] to [position]","1"
"35pm Saturday due to wet conditions","1"
"C Tamez out at [base] [position] to [position], caught stealing","1"
"MARTIN,Dexte struck out looking","1"
"Benavidez,R scored","2"
"rain delay ends at 2:46 pm ... 56-minute delay","1"
"TARANTINO,Matthew scored on a passed ball","1"
"Batter's Interference called on the play, runner out at [base]","1"
"Nelson advanced to [base], advanced to [base] on an error by [position]","1"
"Bruce singled to [fieldLocation]","1"
"Vela singled to [fieldLocation] (count)","1"
"ORTON grounded out to [position]","2"
"Angeliny Mad to [position] for F. De'Jesus","1"
"Total weather delay of 4 hours, 55 minutes","1"
"King flied out to [position] (count)","2"
"L. O'Neal to [position] for J. Lindley","1"
"Maas,J walked (count)","2"
"McAlister, Z walked (count)","1"
"Smith singled to [fieldLocation]","1"
"Cox scored","1"
"Haywayd, Buddy scored","2"
"R. Ranie doubled to [fieldLocation], RBI (count)","1"
"BLANKENBERGE advanced to [base]","8"
"COSS flied out to [position] to [fieldLocation], SF, RBI (count)","1"
"Klohen, A. grounded out to [position] (count)","6"
"Storch to [position] for Blunk","1"
"M. Cadman scored on a muffed throw by [position], unearned, assist by [position]","1"
"TARANTINO,Matthew stole [base]","1"
"M Sheldon grounded out to [position] (count)","1"
"A. Rivera walked","1"
"Mampe advanced to [base]","1"
"Giss singled to [fieldLocation] (count)","1"
"Heard grounded out to [position]","1"
"HALL, J scored, unearned","1"
"COCCIADIFERRO, Matt advanced to [base]","1"
"Mitchell,D grounded out to [position] unassisted (count)","2"
"Broadwater singled","1"
"Provitt to [position] for Martin","1"
"DellaMedagli to [position] for Donnelly","1"
"Absher scored","1"
"Mitchell,D advanced to [base] on a wild pitch","1"
"CARLSON,Dyla scored, unearned","1"
"McIlwain,N. advanced to [base]","1"
"Cliver to [position] for Young","1"
"Libuano, R. grounded into double play [position] to [position] to [position] (count)","1"
"LOPEZ,Bradly advanced to [base] on a wild pitch","2"
"Lepchitz scored","1"
"Faron walked (count)","2"
"Deimeke, L. walked (count)","1"
"H. Babineaux to [position]","1"
"Coss singled up the middle (count)","1"
"Coss to [position]","3"
"Tough play to [base] base. Ball skipped the fielder on a backhand","1"
"**Liberty Head Coach Scott Jackson ejected**","1"
"The game was called for the day at 10:48 pm. Will resume on Thursday at","1"
"BERTHIAUME lined out to [position] (count)","1"
"Triplett walked (count)","2"
"Driscoll advanced to [base]","2"
"Steiner to [position] for Bieber","1"
"Coss advanced to [base] on a wild pitch","1"
"COSS hit by pitch (count)","1"
"the completion of the [base] game","1"
"Ground ball hit [fieldLocation] and continued into CF","1"
"Lara grounded into double play [position] to [position] (count)","1"
"C. Jones to [position] for P. Jones","1"
"McDaniel singled","1"
"Lopez, A. singled through the right side","1"
"HAMMERS,Matt singled to [fieldLocation] (count)","2"
"Vasquez out on the play","1"
"Ondina popped up to [position] (count)","1"
"Tanner Gaff grounded out to [position]","1"
"de Wattevill struck out looking (count)","2"
"Richie to [position] for Bass","1"
"Previous play was reviewed","2"
"L. O'Neal singled to [fieldLocation] (count)","1"
"Driscoll walked (count)","1"
"Jackson Hugh scored","1"
"Josh Thompso singled to [fieldLocation]","1"
"MacKENZIE, Jake flied out to [position], sacrifice fly, RBI","1"
"J. Woodyard to [position] for D. Grisell","1"
"Darr out on the play","1"
"StankiewiczD singled to [fieldLocation] (count)","3"
"K. Roberts to [position]","1"
"willow liner just inches foul in [position], eventually KL","1"
"Smith walked (count)","1"
"freezes on inside fb","1"
"Rodriguez, A struck out swinging (count)","1"
"LUKE, Bryce scored, unearned","2"
"play challenged and reversed","1"
"Phelts scored","1"
"Will be resumed at 2 p.m., Saturday. Game two will start 45 minutes after","1"
"Reyes hit by pitch (count)","3"
"Rain delay at 4:19 p.m. CT","1"
"T. Ruiz fouled out to [position] (count)","1"
"ANDERSON,Tan struck out swinging (count)","7"
"Fannon popped up to [position] (count)","1"
"**hit inbetween SS and 3B, difficult throw for SS","1"
"Jarvis Warne singled to [fieldLocation]","6"
"E. Shelvin out at [base] [position] to [position] to [position] to [position], caught stealing","1"
"Mims Jr. doubled to [fieldLocation], 3 RBI","1"
"Achecar, F. grounded out to [position]","1"
"VanKalker flied out to [position]","1"
"GADDIS,Nic advanced to [base] on a passed ball","1"
"Lightning delay begins at 3:25 pm","1"
"W. Templett struck out swinging","1"
"Batter's Interference","1"
"Kolb advanced to [base]","1"
"Corbett struck out swinging (count)","2"
"Martin singled (count)","1"
"Stewart advanced to [base] on a passed ball","1"
"Drummond singled up the middle","1"
"**slow roller","1"
"Castillo struck out swinging","2"
"Nuss advanced to [base]","1"
"Esteban struck out looking (count)","1"
"Boselli Iii doubled to [fieldLocation] (count)","3"
"B. Dean doubled to [fieldLocation] (count)","1"
"Jarvis Warne grounded out to [position] unassisted, SAC, bunt (count)","1"
"MITCHELL,Mal advanced to [base] on an error by [position]","1"
"Coss struck out swinging (count)","12"
"K. Butler struck out swinging (count)","1"
"ANDERSON,Tan scored","6"
"A. Guillen grounded out to [position] (count)","3"
"L. Lambert advanced to [base]","2"
"H. Babineaux flied out to [position] (count)","1"
"T. Thomas doubled (count)","1"
"44, 30 strikes","1"
"Sasaki,S to [position] for Caravalho,R","1"
"Buddy Dewaine lined out to [position]","1"
"Hayes struck out looking","1"
"Schoonover flied out to [position] (count)","2"
"Daane struck out looking (count)","1"
"S. Brace to [position] for J. Castiglio","1"
"BUTLER homered to [fieldLocation], RBI","1"
"Gannon advanced to [base]","2"
"Start of game delayed due to rain at 3:02 p.m. CT","1"
"J. Reimold lined out to [position] (count)","1"
"Danielson singled to [fieldLocation] (count)","1"
"LUKE, Bryce out on the play","2"
"Antenan, E. grounded out to [position] (count)","1"
"Gilbert grounded out to [position]","1"
"Coss advanced to [base]","10"
"MONTENEGR0 grounded out to [position] unassisted (count)","1"
"D. Elliott advanced to [base]","4"
"Play suspended due to heavy rain - 7:02 p.m","1"
"De Los Re, S flied out to [position] (count)","1"
"BOSELLI popped up to [position] to [fieldLocation]","1"
"Daniels advanced to [base]","1"
"ISU head coach thrown out with 2 outs in bottom of 6th inning","1"
"C. Simoneaux hit into double play [position] to [position] to [position] (count)","2"
"Batson stole [base]","1"
"B. Scott flied out to [position]","1"
"MONTENEGR0 singled to [fieldLocation] (count)","4"
"MacCARRICK, Ryan fouled out to [position]","1"
"Barrett flied out to [position]","1"
"Morris to [position]","1"
"L. Lambert scored","1"
"Barrett reached on a throwing error by [position], advanced to [base] (count)","1"
"A. Esposito grounded out to [position] (count)","1"
"Hearn. H. flied out to [position] (count)","2"
"Rojas walked","1"
"COSS walked (count)","2"
"HUNT,Perry (count) HUNT,Perry (AJ) singled to [fieldLocation], RBI","1"
"Hearn. H. flied out to [position], SF, RBI (count)","1"
"Robinson singled up the middle, RBI","1"
"BROOKS,Willi grounded out to [position] unassisted (count)","2"
"MILLER, D walked (count)","1"
"Wilder struck out looking","1"
"Kitchen grounded out to [position] (count)","1"
"BENTON,Chand to [position]","2"
"Sposaro struck out swinging","3"
"Roberts,Core advanced to [base]","1"
"C. Owens lined out to [position] (count)","1"
"Murray struck out looking","1"
"C. Pepper struck out swinging","1"
"Steele Netterville grounded out to [position], RBI","1"
"Gilbert to [position]","1"
"D. Barkley advanced to [base]","2"
"Caravalho,R out at [base] [position] to [position] (count)","1"
"DelSignore lined out to [position] (count)","1"
"VERLIN,Nate grounded out to [position]","13"
"Jimenez to [position] for Pena","1"
"A. Palacios advanced to [base]","2"
"SHULTZ, J scored on a wild pitch","1"
"L. Mims, Jr. grounded out to [position], RBI","1"
"Bray, J. flied out to [position]","1"
"C. Collazo to [position] for C. Charman","1"
"J. Brown flied out to [position]","2"
"Michalak, P. lined out to [position] (count)","1"
"Offensive conference with count 0-1","1"
"Mims Jr. struck out swinging","2"
"Kozlak stole [base]","1"
"Darr advanced to [base]","1"
"Klomfahs, K. walked (count)","1"
"A. Torres to [position]","1"
"Matthews fouled out to [position]","1"
"VERLIN,Nate out at [base] [position] to [position]","3"
"HAMMERS,Matt fouled out to [position] (count)","1"
"BROOKS,Willi struck out swinging","3"
"BLANKENBERGE singled to [fieldLocation] (count)","2"
"Carter, G. to [position] for Saldivar Jr.","1"
"R. Lard walked","1"
"Davis, A. walked (count)","1"
"Lightning Delay at 3:50","1"
"SNIATYSKI doubled to [fieldLocation], RBI (count)","2"
"C. Simoneaux walked (count)","3"
"Dagenais struck out swinging (count)","2"
"Robinson struck out swinging (count)","1"
"David Snider struck out swinging, grounded out to [position] unassisted","1"
"Another sliding catch for Miller. Dah-nuh-nuh (count)","1"
"ZIELS, R lined out to [position] (count)","1"
"T. Childs scored, unearned","1"
"MONTENEGR0 out on the play","1"
"Merchant, Z. grounded out to [position] (count)","1"
"WALTER,Willi to [position] for BENTON,Chand","1"
"Hazen to [position] for Collier","1"
"LANFERMAN advanced to [base]","1"
"Chamberlin, Jace singled up the middle","4"
"Leatherwood scored, unearned","1"
"M Hulertt to [position] for C Quinn","1"
"M. Deneau singled to [fieldLocation] (count)","1"
"Mampe grounded out to [position] (count)","2"
"Murray advanced to [base]","2"
"16, 9 strikes","1"
"MARTIN,Dexte struck out swinging","2"
"Wenberg struck out looking (count)","1"
"Catch made on the warning track by Louisiana Left Fielder","1"
"Closner, O doubled down the [position] line, RBI (count)","1"
"Achecar, F. struck out looking (count)","1"
"Driscoll singled to [fieldLocation] (count)","1"
"TARANTINO,Matthew singled to [fieldLocation]","9"
"Mercer,J advanced to [base]","2"
"McCOLLUM,Jer to [position] for CARLSON,Dyla","1"
"Olive's ball GB to [base] - 1B threw to SS to try to get tag, SS to home E[positionNumber]","1"
"Biagini,D singled to [fieldLocation] (count)","2"
"Mitchell,D grounded out to [position], RBI (count)","1"
"T. Cleasby walked (count)","1"
"Ball was actually fielded in RF by the [base] baseman","1"
"C. Simoneaux scored","8"
"StankiewiczD singled to [fieldLocation]","1"
"Barrett struck out swinging (count)","1"
"Hursey grounded out to [position]","1"
"Shockley hit by pitch (count)","1"
"Barraza,Rica walked","1"
"Wood to [position] for Messer","1"
"E. Crawford grounded out to [position], SAC (count)","1"
"Harrison singled to [fieldLocation] (count)","1"
"8, 4 strikes","1"
"Messer to [position] for Ray","1"
"Visconti grounded out to [position]","1"
"MEDINA grounded out to [position]","1"
"FARMER,Garre advanced to [base] on a wild pitch","1"
"StankiewiczD popped up to [position] (count)","2"
"Game supspended in the 9th inning at 9:26 PM, will resume tomorrow at 4:30","1"
"Rain delay at 5:34 p.m, lasted 31 minutes","1"
"Runner's interference","1"
"M. Baker to [position] for S. Lidwell","1"
"GADDIS,Nic advanced to [base]","13"
"M. McGough flied out to [position]","1"
"Play at [base] was challenged by LSU, call was upheld","1"
"/ for CHANDLER,Gra","3"
"LARUE,Will walked","1"
"Burnett walked","1"
"Coach Chlidress and Coach Seely ejected","1"
"J. Romero advanced to [base] on a passed ball","1"
"GADDIS,Nic flied out to [position]","3"
"ROSENBURG, T grounded into double play [position] to [position] (count)","1"
"Lovell, W. lined out to [position]","1"
"I. Santos singled up the middle (count)","1"
"Beal, S. grounded into double play [position] to [position] to [position] (count)","1"
"Sabido's HR in 5th inside the park","1"
"MCGUIRE singled to [fieldLocation], RBI","1"
"R. Ranie hit by pitch (count)","2"
"MITCHELL,Mal to [position]","7"
"Jarvis Warne singled, 2 RBI","1"
"MCGUIRE to [position] for GERHOLD","1"
"Quinn Miller grounded out to [position]","1"
"JONES advanced to [base]","1"
"L. Santiago singled to [fieldLocation], advanced to [base], 2 RBI","1"
"N. Teichmer to [position] for T. Mercado","1"
"T. Childs advanced to [base] on a wild pitch","1"
"Hatton, Z. grounded out to [position] (count)","1"
"C. Matthews advanced to [base]","1"
"Nisle struck out looking","1"
"Rodriguez out at [base] [position] to [position], RBI","1"
"Kokaska, Z. to [position]","1"
"DelSignore advanced to [base]","3"
"Fonseca walked (count)","1"
"JOHNSON,Came singled to [fieldLocation], RBI","2"
"StankiewiczD scored, unearned","2"
"Boselli Iii walked (count)","1"
"well struck, nice running catch by 32","1"
"FARMER,Garre struck out swinging (count)","1"
"Game will now start at 7:10 p.m","1"
"T. Cleasby singled to [fieldLocation]","1"
"Giuliani,D hit by pitch (count)","1"
"Burnett flied out to [position]","2"
"Grisanti to [position]","5"
"Leatherwood singled to [fieldLocation]","1"
"Kolb struck out looking","1"
"SNIATYSKI doubled to [fieldLocation] (count)","1"
"Henriquez walked","1"
"A. Reed singled to [fieldLocation] (count)","1"
"S. Thomas doubled down the [fieldLocation] (count)","1"
"Basler to [position] for Paschen","1"
"Mitchell,D reached on a fielder's choice (count)","2"
"Peterson to [position] for Coleman","1"
"**knocked down with backhand, great throw","1"
"In B9, [number] called out for passing runner already on base","1"
"SHULSTAD,Dev to [position] for BENTON,Chand","3"
"Claus to [position] for Anderson, C.","1"
"swinging bunt, tough play and legs it out","1"
"ROBINSON singled through the left side","1"
"A. King flied out to [position]","1"
"LUKE, Bryce singled to [fieldLocation]","3"
"G Harrison reached on a fielder's choice (count)","1"
"C. Lewis pinch ran for D. Torres","1"
"CORDOVA-SMITH,Peyton to [position]","1"
"Letein out at [base] [position] to [position], caught stealing","1"
"Richards doubled to [fieldLocation] (count)","1"
"StankiewiczD hit by pitch","1"
"Chamberlin flied out to [position] (count)","2"
"E. Dopkowski struck out swinging, out at [base] [position] to [position] (count)","1"
"Coss out at [base] [position] to [position], picked off","1"
"TARANTINO,Matthew fouled out to [position]","2"
"Berthiaume scored on a balk","1"
"Taylor struck out swinging","1"
"Boselli Iii scored, unearned","1"
"yang fans on ball in dirt, inadvertently kicks balls down line and reaches","1"
"Previous play under review (count) ... runner ruled safe at [base]","1"
"Collura, J. struck out swinging (count)","1"
"Fryou, B. flied out to [position] (count)","1"
"BENTON,Chand to [position] for SHULSTAD,Dev","2"
"HAMMERS,Matt flied out to [position] to [fieldLocation], SF, RBI (count)","1"
"rain delay at 1:50 pm","1"
"RodriguezM walked (count)","1"
"TARANTINO,Matthew hit by pitch","1"
"McDaniel scored","1"
"D. Morrow doubled down the [fieldLocation], RBI","1"
"Oregon State bench warned for arguing balls and strikes in b8","1"
"MONTENEGR0 singled through the right side (count)","1"
"Raby grounded into double play [position] to [position] to [position]","1"
"Cox advanced to [base]","5"
"BLANKENBERGE scored","3"
"Kelvin Gulla hit into double play [position] to [position] to [position]","1"
"BLANKENBERGE struck out looking","1"
"P. Greigo to [position] for N. Sanchez","1"
"**terrific diving play by CF","1"
"Rosario advanced to [base]","2"
"Hansen, D to [position] for Whiteman","1"
"RICH, M grounded out to [position] (count)","2"
"THURBER singled through the left side","1"
"ANDERSON,Tan out at [base] [position] to [position]","1"
"Mitchell,D singled through the left side, 2 RBI (count)","1"
"Driscoll singled to [fieldLocation], RBI (count)","1"
"C. Phelts grounded out to [position] unassisted (count)","1"
"Shockley out on the play","1"
"Vosburg,E to [position] for Balgaard,B","1"
"D. Morrow popped up to [position]","1"
"Roberts struck out looking (count)","2"
"Rouzan, S. struck out swinging","1"
"MONTENEGR0 popped up to [position]","1"
"Kokaska, Z. doubled to [fieldLocation], 2 RBI (count)","1"
"CORDOVA-SMITH,Peyton out at [base] [position] to [position]","3"
"Danielson homered to [fieldLocation], RBI (count)","1"
"Desormeaux struck out swinging (count)","1"
"Bentley to [position] for Winter","1"
"R. Lard grounded out to [position], bunt","1"
"D. Lewis pinch hit for J. Gibson","1"
"VERLIN,Nate reached [base] on an error by [position]","1"
"R. Ranie advanced to [base] on a passed ball","1"
"WIU Head Coach Ejection","1"
"R. Calvin advanced to [base]","3"
"Cardenas, D. struck out looking (count)","2"
"Hoogerhyde N grounded out to [position]","1"
"McIlwain,N. grounded into double play [position] to [position] to [position]","1"
"A. Palacios grounded out to [position] (count)","1"
"M. McGough advanced to [base]","1"
"Steve Mcshane lined out to [position]","1"
"McIlwain,N. flied out to [position] (count)","1"
"N.Maciejeski flied out to [position] (count)","1"
"BOGGS, A struck out swinging (count)","2"
"Kokaska, Z. grounded into double play [position] to [position] to [position] (count)","1"
"**popped up in the infield, away from 1B by wind","1"
"Coach visits the mound","1"
"Michalak, P. struck out swinging (count)","1"
"Murray advanced to [base], out at [base] [position] to [position]","1"
"Bass advanced to [base] on a passed ball","1"
"Lepchitz hit by pitch","1"
"MONTENEGR0 struck out swinging","5"
"Thomas advanced to [base]","1"
"I. Santos fouled out to [position] (count)","1"
"CHANDLER,Gra to [position] for FARMER,Garre","1"
"LUKE, Bryce reached on a fielder's choice (count)","1"
"Camberlain, Jace advanced to [base], out at home [position] to [position]","1"
"UCR head coach Troy Percival visits mound. Toplikar","1"
"Lightning Delay began at 3:47 p.m","1"
"Moua pinch hit for Bouley","1"
"C. Phelts flied out to [position] (count)","1"
"MONTENEGR0 popped up to [position] (count)","1"
"Maka to [position] for Richie","1"
"UNM head coach Ray Birmingham ejected by Prater for arguing the call","1"
"A. Barrios singled to [fieldLocation] (count)","1"
"aklsmdaksdm","1"
"B. Rawlinson reached on a fielder's choice (count)","1"
"De Los Re, S advanced to [base]","1"
"B. Dewaine popped up to [position]","1"
"Rouzan, S. out on the play","1"
"A. Gaytan struck out swinging (count)","1"
"LUKE, Bryce out at [base] [position] to [position]","4"
"Attendance 14,126. Second largest in tournament history","1"
"G. Richards scored","1"
"Lyons to [position] for Rodriguez, A","1"
"Stockley out at [base] [position] to [position], caught stealing","1"
"Demarais reached on a fielder's choice","1"
"Angley-Holma singled up the middle, RBI (count)","1"
"R. Ranie grounded out to [position] unassisted (count)","1"
"Martinez flied out to [position]","1"
"R. MacCarric flied out to [position]","2"
"Lopez,J advanced to [base]","1"
"Kleszczynski struck out looking (count)","1"
"Bakst,Dan advanced to [base] on a wild pitch","4"
"Edwards reached on an error by [position]","1"
"Rhode Island head coach Raphael Cerrato ejected with one out in top-5th","1"
"Henriquez popped up to [position]","1"
"S. Fannon popped up to [position] (count)","1"
"J. Brown singled to [fieldLocation]","2"
"Laird, B. struck out swinging (count)","1"
"Lunatto struck out swinging","2"
"LOPEZ,Bradly grounded out to [position]","6"
"Play scheduled to resume at 8:32 pm","1"
"Nygaard flied out to [position] to [fieldLocation], RBI","1"
"J. Roth to [position] for T. Childs","1"
"Schoonover advanced to [base], out at home [position] to [position]","1"
"Leon struck out swinging (count)","1"
"A. Davila flied out to [position] (count)","2"
"Slow chopper, throw pulled Virdon off the bag","1"
"Noah Hoth out at [base] [position] to [position], caught stealing","1"
"Herbert to [position] for Gamroth","1"
"DeHarty grounded out to [position]","1"
"Harding scored","1"
"G. Benza flied out to [position]","1"
"D. Elliott flied out to [position] (count)","1"
"T. Thomas advanced to [base]","3"
"Budde scored","1"
"Delaquila, K grounded out to [position], SAC, bunt (count)","1"
"Darr out at [base] [position] to [position]","1"
"Abraham lined into double play [position] to [position]","1"
"R. Green to [position] for B. Ector","1"
"Inside the park HR - SS dives in deep LF, ball bounds into corner","1"
"Hansen, E struck out swinging, out at [base] [position] to [position]","1"
"willow narrowly misses GT HR, bounces off base of LF padding","1"
"J. Romero scored, unearned","1"
"I. Santos scored","1"
"Camberlain, Jace advanced to [base] on a fielding error by [position]","1"
"Radford struck out swinging","2"
"Mcshane grounded out to [position]","2"
"Mayeda advanced to [base]","1"
"Play was halted with two outs in T7 at 4:14 p.m. due to lightning","1"
"J. Perez struck out swinging (count)","2"
"SNIATYSKI grounded out to [position] unassisted (count)","1"
"D. Elliott struck out swinging","1"
"Game suspended at 8:58 p.m. Game postponed to 5:00 p.m. on Saturday 3/24","1"
"Huet, A. struck out looking (count)","1"
"M. McGough popped up to [position]","1"
"Rodney Hennon was ejected in M9","1"
"20, 14 strikes","1"
"Laird, B. scored","1"
"EDWARDS,Chri to [position] for WILBURN,Tyle","2"
"TARANTINO,Matthew flied out to [position]","14"
"/ for WILBURN,Tyle","1"
"Salcedo,Dyl to [position] for Barraza,Rica","1"
"BLANC,Eric walked","1"
"SANDOVAL-EST to [position]","1"
"**lightning delay began 7:51**","1"
"Sandeen flied out to [position] (count)","1"
"Biagini,D scored","1"
"**hit up the middle, difficult throw for SS","1"
"Jarvis Warne reached on a fielder's choice (count)","1"
"Diving play to the left","1"
"Walwyn singled through the left side (count)","1"
"SCANLON hit by pitch (count)","1"
"Bieber to [position] for Basler","1"
"Walwyn flied out to [position] (count)","3"
"Gutierrez out at [base] [position] to [position], bunt (count)","1"
"Garrett, B. grounded out to [position] (count)","1"
"48 to [position] for Mueller,J","1"
"Edwards out on the play","2"
"L. Santiago doubled down the [position] line","1"
"Michalak, A. to [position] for Mampe","1"
"Game suspended with 2 out in top of 7th... continued Sunday at 11","1"
"Ke. Sullivan struck out swinging","2"
"Dopkowski grounded out to [position] (count)","1"
"MONTENEGR0 singled through the right side","1"
"Kararo singled to [fieldLocation] (count)","1"
"Lorey flied out to [position] to [fieldLocation] (count)","1"
"Jarvis Warne singled, out at [base] [position] to [position], RBI","1"
"S. Fannon struck out swinging","3"
"Warnimont advanced to [base]","3"
"Kitchen advanced to [base] on a passed ball","1"
"Barkley scored","1"
"call on field confirmed","1"
"**ball overthrown, bounced into dugout","1"
"/ for Harris, K","1"
"R. Lard advanced to [base]","2"
"Wilburn reached on a fielder's choice to [fieldLocation] (count)","1"
"HENN, S singled down the [position] line (count)","1"
"J. Soto scored","1"
"R. Green struck out swinging, out at [base] [position] to [position]","1"
"Slusher scored","1"
"Holliman advanced to [base] on a wild pitch","1"
"NCAA Nashville Super Regional Game 3","1"
"Darr flied out to [position]","1"
"**terrific sliding catch","1"
"The official weather delay was 58 minutes","1"
"Ondina grounded out to [position] (count)","1"
"SANDOVAL-EST advanced to [base] on a wild pitch","2"
"Brady Widema grounded out to [position]","1"
"Harrison struck out swinging (count)","1"
"O. Reyes singled, advanced to [base] on an error by [position] (count)","1"
"C. Collazo popped up to [position] (count)","1"
"A. Palacios singled down the [position] line (count)","1"
"Faron advanced to [base]","3"
"Weather delay at 8:30 p.m. CT","1"
"Dickerson, D popped up to [position] (count)","1"
"McIlwain,N. grounded out to [position] unassisted (count)","1"
"Jarvis Warne singled to pitcher (count)","2"
"Kelvin Gulla struck out swinging","1"
"CAMPOS pinch hit for MEDINA","1"
"T. Thomas singled to [fieldLocation], 2 RBI (count)","1"
"Mayeda out at home [position] to [position]","1"
"BROOKS,Willi struck out looking (count)","1"
"Nisle singled up the middle","1"
"StankiewiczD singled up the middle (count)","1"
"Jones,D to [position] for Klaassen,H","1"
"Herschberger reached on a fielder's choice, advanced to [base]","1"
"N. Babineaux advanced to [base] on a wild pitch","2"
"Sheldon doubled to [fieldLocation], RBI (count)","1"
"Rya Birmingham visits the mound with a 2-1 count","1"
"Fryou, B. doubled down the [fieldLocation], RBI (count)","1"
"B. Dean reached on a fielder's choice up the middle (count)","1"
"J Mihalski grounded out to [position] (count)","2"
"Coss hit by pitch (count)","1"
"SHULSTAD,Dev to [position] for McCOLLUM,Jer","4"
"Albright grounded out to [position]","1"
"Runner called out at home on illegal slide","1"
"Chamberlin struck out swinging (count)","5"
"Start of the game delayed 1:43 due to rain","1"
"Fonseca doubled to [fieldLocation], RBI (count)","1"
"Gibson reached on a throwing error by [position]","1"
"J. Brown out at [base] [position] to [position]","1"
"SNIATYSKI flied out to [position] to [fieldLocation]","1"
"Closner, O grounded out to [position] unassisted (count)","2"
"Dejesus,Jame out on the play","1"
"M. Cadman reached on a throwing error by [position], RBI (count)","1"
"Bohlmann doubled to [fieldLocation]","1"
"MEDINA walked","1"
"Ondina walked (count)","1"
"A. Barrios grounded out to [position] unassisted (count)","1"
"Mitchell,D grounded out to [position], bunt","1"
"Culbertson flied out to [position]","1"
"30 minute weather delay prior to [base] pitch","1"
"Hanosky singled to [fieldLocation]","1"
"Sutera stole [base]","1"
"C. Pepper grounded out to [position]","1"
"Etchison popped up to [position]","1"
"Jarvis Warne scored, unearned","4"
"(count) Play suspended until 12 p.m. on Friday, May 18","1"
"Warnimont grounded out to [position] (count)","1"
"Nuss reached on a fielder's choice (count)","2"
"W. Hudson grounded out to [position] (count)","1"
"Ground ball fielded nicely, but badly overthrown to [position]","1"
"Sweeney singled up the middle","1"
"HALL, J popped up to [position] (count)","1"
"Zeschke struck out swinging","2"
"Shallow fly ball","1"
"GADDIS,Nic doubled, 3 RBI","1"
"Flores,K popped into double play [position] to [position], bunt (count)","1"
"VERLIN,Nate doubled to [fieldLocation]","1"
"WERNEKE, A singled up the middle","1"
"USF head coach ejected with two outs in the 9th","1"
"E. Hildebran flied out to [position]","1"
"MacKENZIE, Jake stole [base]","3"
"Nelson grounded out to [position]","1"
"Attendance number includes dogs","1"
"ANDERSON,Tan to [position]","2"
"Jones to [position] for Hubbard","1"
"MITCHELL,Mal grounded out to [position], bunt","1"
"Z Vela walked (count)","1"
"LoCascio flied out to [position], SF, RBI","1"
"Game called due to severe thunderstorm with one out in the bottom 9","1"
"Wilburn reached on a fielding error by [position] (count)","1"
"Lepchitz singled to [fieldLocation], RBI","1"
"Hursey out at [base] [position] to [position]","1"
"De Los Re, S out at [base] [position] to [position]","1"
"Klohen, A. singled through the left side","1"
"E. Shelvin advanced to [base]","1"
"We have resumed play at 9:12 p.m","1"
"**great running catch over the shoulder, deep [fieldLocation]","1"
"Coleman flied out to [position]","1"
"K. Woolam grounded out to [position] (count)","1"
"Ondina out at home [position] to [position] to [position], caught stealing","1"
"SNIATYSKI flied out to [position] (count)","1"
"Dugger popped up to [position]","1"
"ROBINSON singled to [fieldLocation]","2"
"J Mihalski to [position] for J Atkinson","1"
"B. Stevenson pinch hit for E. Shelvin","1"
"Abenth,R to [position] for Jones,D","1"
"A. Barrios struck out swinging, out at [base] [position] to [position] (count)","1"
"M Hulertt to [position] for N Ortiz","1"
"Sloan, Z. struck out swinging (count)","1"
"MCCAULEY,Dan grounded out to [position]","1"
"K. Rooklin grounded out to [position] (count)","1"
